id,episodeNumber,name,overview,stillPath,season_id
11071,2,Wet Wet Wet,"Tench is in love. He worships Heather, Heather the weather girl. He went as far as taping her to watch her later. Where does heather get numbers? You guest it from the RAF weather station now run by Harrison and Tench.  To bad they do not know how it works.

Wing commander is having a fit. No one should know about the weather. It is top secret. No should even talk about it. Wing commander decides to go down to the pub to listen and write down what people say.

The pub now has a beer garden with 2 umbrellas and few chairs as it pours. Ian wants people to enjoy the beer garden as chucks down and hurricane winds.    Fisherman Andy andFraser the Fisherman are enjoying making fun of Ian's beer garden. Now the pub has a leaks.

Harrison decides to bet that the monthly total will be highest ever because he is fixing the numbers. Then he can win $10,000 in the contest.

Meanwhile its sports day this week at Auchnacluchnie primary school. Callum the only schoolboy is in all the events.    Before th",,582
11068,3,Keeping the Peace,The town of Auchnacluchnie is in a guide book with 4 ears. This makes Iain Guthrie very happy and proud this his Inn is in a very quite place.   How long will it last? Now that Nuclear Command Bunker no. K553/44FS has a new siren alarm ordered by Flight Lieutenant Harrison. Will the fact North Korean made alarm make the Wing-Commander happy? Will Tench and Harrison install correctly?   Will there peace and quiet in Auchnacluchnie?,,582
11066,4,One Flew Into the Cuckoo's Nest,To atract costumers Iain Guthrie puts fake egg nest of an abadon osprey bird nest.  The customers come to see the nests. They even spend the night.    At the bace Harrison goes on vacation an asppry bird has nested in one of the radar dishes. Airman Tench is commanded to get rid of the radar dish opstruction.   Wing-Commander finds spy claiming to be a bird watcher. The spy ends up to be only a bird watcher. She tells Stokes that they must protect the nest.    Later Tench is to guard the nest and protect it even from kittens. Tench shoot and misses the kitten scarring the bird away.    Next day The bird watchers goes nuts when they find asppry bird at the nest surprizing Iain.,,582
11070,5,Wish You Weren't Here,Time to decorate the Guthry Inn.,,582
11067,6,The Fall Out Zone,,,582
486555,1,Marcel and Ilca,,,23609
486557,2,Jeremy and Kelly,,,23609
486558,3,Natasha and Amir,,,23609
486559,4,BJ and Racquia,,,23609
486560,5,Heather and Morgan,,,23609
486561,1,Marcel and Ilca,,,23610
486562,2,Jeremy and Kelly,,,23610
486563,3,Natasha and Amir,,,23610
486564,4,BJ and Racquia,,,23610
486565,5,Heather and Morgan,,,23610
486566,6,J'Serie and Evi,,,23610
486567,7,Flavia and Ryan,,,23610
486556,8,Rachel and Joey,,,23610
469942,1,The Price Of Gold,,,22635
469943,2,It's Not What You Know,,,22635
469944,3,Exposure,,,22635
469945,4,Where The Wild Things Are,,,22635
469946,5,Mein Diary,,,22635
469947,6,One For The Road,,,22635
469948,7,Now I Lay Me Down To Sleep,,,22635
469949,8,Who Loves You Baby?,,,22635
469950,9,Money For Nothing,,,22635
469951,10,Dead To Air,,,22635
469952,11,The Power Rush,,,22635
469953,12,The Real Thing,,,22635
469954,13,Cops & Dobbers,,,22635
469955,1,Going For Gold,,,22636
469956,2,Orchestral Manoeuvres In The Dark,,,22636
469957,3,Heaven Must Be There,,,22636
469958,4,Will Power,,,22636
469959,5,Give Him Enough Rope,,,22636
469960,6,Viva La Difference,,,22636
469961,7,Chat-A-Van,,,22636
469962,8,What Goes Up,,,22636
469963,9,Top Security,,,22636
469964,10,Jingle All The Way,,,22636
469965,11,Aggravation Of A Nation,,,22636
469966,12,The Common Touch,,,22636
469967,13,Looking Out For No. 1,,,22636
284117,1,The Body,,,12099
284118,2,The City,,,12099
284119,3,The World,,,12099
584500,1,"Dark, Dated Kitchen","When you walk into the Laurel and John Grossman's outdated kitchen, the first thing you notice are the dark, decrepit cabinets. Not only are they seriously outdated, but the layout is impractical, the floors are a painted disgrace, and let's not even get into the dilapidated appliances!",,30493
584501,2,"Decrepit, Dysfunctional Kitchen","If you're looking for a good home-cooked meal, don't stop by Clare and Steve Morrison's house. They are so fed up with their outdated kitchen, they just pick up the phone for takeout when hunger strikes.",,30493
584502,3,Multicolored Mess Hall,"When Sara Goldstein and Paul Boxer first saw their house, they thought they had found their dream home. Nicely sized rooms, hardwood floors and a great color scheme were just some of the pluses. That was until they opened the door to the kitchen. What they saw there stopped them in their tracks: vegetable wallpaper, bright-green cabinets, no dishwasher and yellow and black bathroom tile that goes halfway up the wall!",,30493
584503,4,"Broken-Down, Blue Kitchen","The Rockey family kitchen has been on rocky ground ever since they moved into their house. The large room is falling apart at the seams, and the abundance of space is plagued with problems, including worn-out blue cabinets, limited counter space and outdated appliances.",,30493
584504,5,Counter-Less Cucina,"Most families try to keep their kitchens as clean as possible, with countertops and floors so sparkling one could eat on them. But since Diana and Anthony Pingicer don't have countertops, they have no choice but to keep their floors clean enough to cook on and serve meals.",,30493
584505,6,Kitchen Needs to Get Current,"As an art teacher at a local middle school, Sally DeVinney has learned to keep an objective stance on each student's attempt at creating a personalized style of artistic identity. But when it comes to the amateur artwork scribbled across all of the cabinets and walls in her kitchen, she doesn't have as much patience.",,30493
584506,7,"Languishing, Lopsided Kitchen","New parents Jennifer and Kent Watson have tried to maximize their time and money in the updates they have made to their first home. They have tackled the bathroom, living room and dining room, and have sprinkled a lot of finishing touches throughout the rest of the place.",,30493
584507,8,Metallic Mishmash,"Sparkle and Sean Morrissey aren't sure who designed the kitchen in their 1950s row home, but whoever did had eclectic taste, to say the least. From the laminate on three of the four walls and the shiny metallic wallpaper to poorly designed layout, this kitchen is in dire need of a complete overhaul.",,30493
584508,9,Laminate Overload,"Michelle Costello is a stay-at-home mom who works just as hard as her full-time working husband, Dennis. If there is one thing that could make Michelle's job easier, it's a brand new kitchen. The previous homeowner must have hit the jackpot at the laminate store, as loads and loads of the blue stuff overwhelm the small space.",,30493
584509,10,"Muddled, Mismatched Kitchen","Most starter homes do not include five bedrooms, five baths and 3,300 square feet. So when Jill and Jon Christopher pulled up in front of this ""beautiful, spectacular and stately home"" in suburban Philadelphia, they were baffled as to why it was in their limited price range. They found out when they walked into the kitchen! Blue cabinetry, extremely outdated appliances and dirty linoleum flooring are just a few of the problems plaguing this space.",,30493
584510,11,Disjointed Kitchen,"Desiree and Brian Bell love their charming Old World home. It boasts a beautiful exterior, decorative exposed wood beams and stained wood floors throughout. The one caveat is the kitchen, which includes a 1947 stove, a 1968 dishwasher and a red and yellow linoleum floor. That's not to mention the crazy layout or misplaced washer and dryer.",,30493
584511,12,"Crude, Cramped Kitchen","The kitchen of Cathy Lotz and Patrick Boyle is a complete eyesore! For starters, it's got a crazy cramped layout, complete lack of storage and lousy linoleum floor. There's also bright orange countertops that clash with the mustard-colored sink and a dishwasher that no longer works — all mixed into one 91-square-foot space. Time for a kitchen intervention.",,30493
584512,13,Stuck-in-the-'70s Kitchen,"Maria and Vince Tanzola love to entertain at their waterfront home in New Jersey. In fact, the house was made for it, despite the current shape of their 1970s kitchen. With an enormous outdoor patio right outside that features a newly refurbished dock and in-ground pool, the Tanzolas want to update this space so that the entertaining can flow from the dock and pool back inside to the kitchen.",,30493
584513,1,Kitchen Catastrophe,An engaged couple wants to redo their outdated kitchen before the wedding. Can they do it in time?,,30494
584514,2,"The Good, the Bad and the Ugly",A growing family's new house is perfect ' except for the outdated kitchen. Can it be saved?,,30494
584515,3,Fabulous '50s Kitchen,Their kitchen is straight out of the '50s. Can it be updated without breaking the bank?,,30494
584516,4,A Kitchen Filled with Love,"In Philadelphia, PA, two women who feed the homeless get a complete kitchen overhaul.",,30494
584517,5,Carpet in the Kitchen?,A first-time homeowner tackles her old kitchen. Will she get the beautiful new kitchen she wants?,,30494
584518,6,Room to Cook,She hopes that a kitchen remodel will give her the much-needed counter space she needs for cooking.,,30494
584519,7,"Dark, Dreary Kitchen","A dreary kitchen gets a much-needed makeover, with new cabinets, fresh paint and fixtures.",,30494
584520,8,Blast from the Past,"Their '70s kitchen, complete with ancient appliances and bad wallpaper, gets an eco-friendly update.",,30494
584521,9,From Wasteful to Tasteful,This kitchen is one of a kind ' one the world could live without. Time for a tasteful renovation!,,30494
584522,10,"Loves to Cook, Hates the Kitchen",Do not adjust your television set; you are seeing red. So is the owner of this kitchen!,,30494
584523,11,Stuck in the '80s,"This kitchen has potential, but it's also potentially dangerous. Here's how to escape the time warp.",,30494
584524,12,The Galley Must Go,"With so many things falling apart around it, what is keeping this kitchen from falling over?",,30494
584525,13,"Culinary Skills, Cheap Kitchen Thrills",This gourmet always gets her way. Now she wants to showcase her skills with a kitchen renovation.,,30494
584526,1,"Baby Coming, Kitchen Going","Baby makes three, and the dishwasher on wheels just makes this place a mess.",,30495
584527,2,Fixing a Hole,"It's dysfunctional with tons of holes. Not their relationship, but their kitchen of course.",,30495
584528,3,"Love the Home, Hate the Kitchen","The Scheiners have beautiful kids, a beautiful home and a kitchen from the 1980s.",,30495
584529,4,Achy Breaky Kitchen,They say the kitchen is the heart of the home. Well this home needs a transplant -- STAT!,,30495
584530,5,When DIY Hurts the Most,"The previous owners loved their DIY shenanigans, unfortunately the kitchen paid the real price.",,30495
584531,6,My Electrifying Kitchen,Everything about this kitchen says electrifying...especially all the dangling wires.,,30495
584532,7,Eco-Friendly Kitchen,A beautiful new kitchen that is also environmentally friendly.,,30495
584533,8,Contractor's Kitchen,A contractor's wife calls in the big guns...the Spice Up My Kitchen crew!,,30495
584534,9,"Beautiful Home, Ugly Kitchen",A beautiful home with a really ugly kitchen - the Spice crew comes to the rescue!,,30495
3871185,10,"Out of Date, Out of Options","This family's kitchen is outdated, out of time, and out of options.",,30495
584535,11,A Kitchen to Grow On,"As the boys grow bigger, the kitchen is getting smaller and needs help in remodeling.",,30495
584536,12,Not-So-Handy Handyman,A so-called handyman has made a real mess out of the kitchen.,,30495
584537,13,A Very Brady Kitchen,"A family holds nothing against the Brady Bunch, nothing except their kitchen that is.",,30495
584538,1,DIY Disaster,A couple gets help turning a DIY nightmare into a Victorian dream kitchen.,,30496
584539,2,Rusty Metal Cabinets,Rebecca and Ryan Northington have a kitchen from the 1930's with metal cabinets so rusty that they are dangerous.,,30496
3871181,3,The Pink Nightmare,These homeowners are on the verge of a pink kitchen meltdown. A kitchen drowning in pink gets resuscitated.,,30496
584540,4,DIY Done Wrong,"The Deppe's kitchen is a DIY design gone wrong. It lacks enough storage space for all their dishes, glasses, pots and pans -- as well as a vent hood, garbage disposal and dishwasher.",,30496
584541,5,"Cramped, Color Catastrophe","Avocado green appliances and pink bathroom tile -- one of the worst color combinations to grace any kitchen! In addition, this kitchen has a cramped floorplan, very little storage and two different kinds of laminate flooring.",,30496
584542,6,A Retro Wreck,"Even June Cleaver would say this kitchen is dysfuctional. Blue-green metal cabinets provide insufficient storage, old appliances are inefficient, countertops are easily scratched and the sink is outdated and rusty.",,30496
584543,7,Drawerless Domicile,A kitchen with no drawers is hardly a kitchen at all.  ,,30496
584544,8,From Outdated to Outstanding,"Poorly laid out cabinets, an old cooktop, laminate countertops, backsplash and floors and a garish light fixture have the McNichol's simmering over their kitchen.",,30496
584545,9,A Kitchen With a Maze-Like Layout,"The Stojek's kitchen is something like a giant maze. On top of the bad layout, there are peeling linoleum floors, fake brick vinyl sheets, a serious lack of storage and an oven sitting right in the middle of the room.",,30496
584546,10,50-Year Old Kitchen Gets a 21st Century Update,"The Russo's kitchen is more than 50 years old and full of unwelcoming qualities. The cabinets are crammed to the brim, with doors that won't close and splintery sides. Outdated appliances, wood paneling, a dropped ceiling and yellowing linoleum floors add to the horror.",,30496
584547,11,This Kitchen's For the Birds,"Bobet and Gary Marshall not only have outdated cabinets, ancient appliances, cracked flooring and a lack of storage, but their kitchen is home to a family of birds. Recently, some birds made a home in the Marshall's exhaust fan, and Bobet hasn't had the heart to kick them out. However, after having to clean feathers off the countertops, they agree that it's time for the birds to go -- along with the rest of their kitchen.",,30496
584548,12,Kitchen Remodel Infused With Eclectic Style,"The Kovacs are ready to rid their kitchen of its stainless steel countertops, metal cabinets painted to look like wood and old and broken appliances.",,30496
584549,13,"Narrow, Dysfunctional Kitchen Gets a Tuscan Style Transformation","Marc and Jen Sanfrancesco live in a home full of fond memories. Unfortunately, the kitchen is not one of them. The room is too narrow and filled with red countertops and red laminate flooring. There's no dishwasher, but there is a washer and dryer right next to the refrigerator.",,30496
3871195,1,Colorful Country Kitchen,"A deserving mother gets a much-needed kitchen makeover after surviving with dysfunctional appliances for so long. Her new kitchen not only includes top-of-the-line appliances, but also bright colors and sensational country-inspired style.",,303383
3871196,2,Cottage Kitchen Conversion,A young couple gets a cottage-style kitchen makeover that includes flip-flopping their kitchen and dining room and removing walls to increase flow in their space.,,303383
3871197,3,A Tiny Kitchen is Enlarged and Enhanced,"The Cases have a big house with big rooms, but it's almost as if the tiny kitchen were an afterthought. Host Lauren Lake and her crew complete an amazing, large-scale transformation that includes a hand-painted backsplash and a custom stone hood in this rustic kitchen re-do.",,303383
3871199,4,Modern and Eco-Friendly Kitchen Renovation,"The Li family has an old, outdated kitchen in their suburban home, and they undergo a modern, eco-friendly renovation.",,303383
3871200,5,Well-Traveled Couple Adds a Zen Touch,"The Warringtons are a well-traveled, worldly couple who want to bring a bit of Zen into the kitchen for their family of five.",,303383
3871201,6,Coastline Cottage Kitchen,"The Matthews family has a wonderful beach house, but its kitchen is lopsided and outdated. Host Lauren Lake and her team transform the room into a beautiful oceanside retreat with lots of inspiration from the shore it sits on.",,303383
3871202,7,Rustic Kitchen Makeover Brings the Outdoors In,"The Jennings want to bring the outdoors into their kitchen, so host Lauren Lake and her crew start by knocking down walls and bringing in a hand-painted mural in this rustic kitchen makeover.",,303383
3871203,8,Art Deco Style Kitchen in a 120-Year-Old Home,"The Carters have a beautiful, 120-year-old home, but a kitchen makeover is long overdue. They infuse a bit of art deco style into the space and add a new breakfast area, while improving the flow into the rest of the house.",,303383
3871205,9,Infusing Modern Style into a Boring Kitchen,"The Wilson family's boring, black and white kitchen gets filled with color and modern style by host Lauren Lake and her team.",,303383
3871206,10,"1950s Era Kitchen Gets a Modern, Industrial Style Update","The Harker family has lived with a bright dayglow yellow kitchen in their 1950s style rancher and are ready for a contemporary update. While keeping the architectual integrity of the space, host Lauren Lake and her crew introduce an industrial style that brings this kitchen into the modern age.",,303383
3871207,11,Clean Minimalist Style,"With virtually no storage space, the Wansink family is ready for a kitchen renovation. Host Lauren Lake and her team redesign and reorganize with a clean minimalist style that proves that sometimes less is more.",,303383
3871208,12,"Colonial-Inspired, Traditional Kitchen","The McCarthys' kitchen has been beaten down by time and children. When host Lauren Lake and her team enter the picture, the kitchen becomes a bright and beautiful colonial-inspired space for the entire family to enjoy.",,303383
3871210,13,Young Couple Transforms Their Kitchen,"A young couple doubles as a general contracting team in this kitchen makeover and finds that it pays to be handy. With a mix of modern and traditional design, their kitchen transformation is sure to be a crowd pleaser.",,303383
3871227,1,Mediterranean Style for a Greek Family's Kitchen,"Jennifer and Dimitrios Lambris both come from Greek families, and they have been living with a drab, cramped kitchen that has little space for preparing their big family meals. They want a functional space with better lighting, updated appliances and a traditional Mediterranean style.",,303384
3871228,2,In a Spot Over Style,"Vicki and Joe Graham have an outdated kitchen with dingy old cabinets. They know they're ready for a makeover, but they can't decide between rustic cottage style or modern French country.",,303384
3871229,3,Eco-Friendly Update to a Kitchen,"The Robinsons' kitchen is completely outdated and way too blue... blue countertops, blue walls and blue tile. Joe and Susan would love to have an eco-friendly kitchen with better flooring, lighting and energy-efficient appliances.",,303384
3871230,4,From Fiasco to French Country,"The Jaslars' kitchen has definitely been lived in. The countertops are coming apart, the ceiling has had water damage and the hardwood floor is hard to maintain. The kitchen has reached its breaking point, and host Lauren Lake and her team revive it in French country style.",,303384
3871231,5,From Cramped to Contemporary,"The Chambers are a couple whose kitchen has worn-out cabinets, a wacky layout and lawn chairs for furniture. The lack of space cramps their style when cooking and entertaining, and they are ready for a modern update.",,303384
3871232,6,From Dark Cave to Contemporary Country Style,"The Richard kitchen belongs in a time warp. It resembles a cave, boxed in by way too many cabinets. They want to improve the layout and make it more family-friendly, and host Lauren Lake and her team have just the right option.",,303384
3871233,7,Cottage Style for an Outdated Kitchen,The Leones' kitchen is old and cold from the beaten cabinet doors to the holes in the vinyl flooring. Host Lauren Lake and her team spice up their kitchen with cottage style.,,303384
3871234,8,Making a Kitchen More Open and Functional,"The Blitz family kitchen is outdated and yellow, yellow everywhere. They feel that the kitchen is like a puzzle piece that doesn't fit with the rest of the house and have asked for help in giving it opennes",,303384
3871235,9,Renovation Rescue,"The Tomasello family's kitchen might not look that bad to the human eye, but it was poorly constructed. Homeowner Mark has done his best to update the kitchen himself, but it's time to call in professional help.",,303384
3871236,10,Cottage Style Update to a Cramped Kitchen,"The Muholland family's tight kitchen is putting a cramp in their style. In fact, lack of space has forced them to use the dishwasher to store pots and pans. Host Lauren Lake and her team rescue this kitchen and give it a lovely cottage style.",,303384
3871237,11,"Giving a Kitchen Timeless, Traditional Style","The Haubs' kitchen has hideous wallpaper, rusted metal cabinets and a poor layout. In addition, it's too white -- from the cabinets to the floor to the appliances. Host Lauren Lake and her team plan to turn this outdated kitchen into a timeless, traditional style treasure.",,303384
3871238,12,From Catastrophe to Traditional Style,"The Brown family's kitchen is tiny, outdated, and dysfunctional. And believe it or not, it used to be a lot worse, but when Steve and Beth Brown purchased the home ten years ago, they immediately made some updates. Now, a decade and three children later, the kitchen that they partially repaired has deteriorated, and they are ready for a traditional style renovation.",,303384
3871239,13,From Mismatched to Modern,"The Sites have a hodgepodge kitchen where nothing matches and everything is discombobulated. What's worse, like most older kitchens, it lacks functionality. The Sites are hoping for a stunning modern makeover.",,303384
440248,1,Episode 1,"White dad Bruno suggests that black people nowadays are discriminated against mostly because they """"expect"""" to be, an opinion that greatly annoys black dad Brian.  As the families feel their way into their new opposite-race roles, Brian receives exceptional service at a golf pro shop.",,21260
440249,2,Episode 2,White mom Carmen makes comments that annoy black mom Renee while they are working with a dialogue coach to learn each other's lingo.  Brian in his white makeup gets a job bartending at a wine bar.  White daughter Rose tries to decide whether to tell her classmates her real identity.  The white Wurgels enjoy their time undercover at a black church.,,21260
440250,3,Episode 3,"White Carmen's praise of a  """"beautiful black creature"""" leads black mom Renee to conclude that she is a racist even though she means well. Then Carmen and Bruno encounter racism while in their black makeup at a country & western bar, but then even more hostility when she is out of makeup at a park in a black neighborhood. Parents Brian and Renee are concerned about their son Nick's taste for the high life when he goes shopping with Rose,",,21260
440251,4,Episode 4,"Rose, in her black makeup, is surprised at how many references are made to race as she accompanies a black friend from poetry class, but she and her mom are even more surprised at the shoddy treatment they receive from their white neighbors. When black son Nick says he isn't offended when his classmates use the """"n"""" word, his dad takes him to a black barbershop to become more familiar with his cultural heritage.  White dad Bruno shows his anti-rap video to the families, which is so obnoxious it even offends his wife.",,21260
440246,5,Episode 5,"Rose has developed a crush on an accomplished black rapper in her poetry class. Tensions mount between the families, as the attitudes of white Carmen and Bruno continue to offend black Renee and Brian.",,21260
440247,6,Episode 6,"As the experiment draws to a close, the two families think back over the past six weeks and try to draw conclusions about what they have learned in the area of race relations.",,21260
413809,1,Dream House / UFO Encounter,"Case File #34112: """"Dream House""""

Blaine and Debbie McCallister summon the Office of Scientific Investigation and Research to investigate the cause of numerous strange occurrences at the site of their new home, after their teenage daughter is hospitalized as a result of a poltergeist encounter.

Case File #52111: """"UFO Encounter""""

Agents from the O.S.I.R. are summoned to a small town to investigate a double alien abduction of two boys and UFO sightings witnessed by many townspeople.",/wLyxdAhGxTIgv67I34cd86tSyU1.jpg,19816
413811,2,Possession / Man Out of Time,"Case File #67102: """"Possession""""

A software designer tells of demons attacking

Case File #10103: """"Man Out of Time""""

A disoriented man tells of being from the 17th century.",/zsaczFKzAPjWJ0Clm9rxPSgno87.jpg,19816
413810,3,Reptilian Revenge / Ghostly Voices,"Case File #99101: """"Reptilian Revenge""""

After an elderly man dies, his pet snakes escape

Case File #44114: """"Ghostly Voices""""

A voice calls a woman home.",/zDtSWdN5otZO9RZ807W6Xa255Yx.jpg,19816
413814,4,Creeping Darkness / The Power,"Case File #77110: """"Creeping Darkness""""

Impenetrable darkness threatens to engulf an Argentine town

Case File # unknown: """"The Power""""

Stress boosts a woman's psychokinesis.",/lY3n1jIkhuXEAfuX72CCKuvxFhe.jpg,19816
413818,5,Free Fall / The Presence,"Case File #47129: """"Free Fall""""

A sky diver tells of defying gravity

Case File #92109: """"The Presence""""

A child fears a destructive force.",/hVeozWW0qso1ozbKZmSR3PIrmWp.jpg,19816
413817,6,The Infestation / Human Apportation,"Case File #33130: """"The Infestation""""

NASA scientists die searching for a meteorite

Case File #87105: """"Human Apportation""""

A Californian and her daughter inexplicably find themselves in Toronto.",/8KzACraB2DXWBaXyqUiYi7MXcSj.jpg,19816
413816,7,The Underneath / Phantom Limb,"Case File #28120: """"The Underneath""""

A deadly creature lives in the sewers

Case File #52113: """"Phantom Limb""""

Strange events follow an accident that claimed a farmer's arm.",/zjrCwG7RiV8T8zmnzEtPYRbTQYm.jpg,19816
413813,8,The Transient / Two Lost Old Men,"Case File #64131: """"The Transient""""

A dybbuk invades the souls of innocents

Case File #86126: """"Two Lost Old Men""""

Young people pass through a forest's barren zone and instantly age 50 years.",/xfceVIfX54Fl5pxmg18mmsg6zIa.jpg,19816
413819,9,UFO Duplication / Clara's Friend,"Case File #623119: """"UFO Duplication""""

Extraterrestrials clone farm inhabitants

Case File #847117: """"Clara's Friend""""

An apparition communicates with a girl.",/eQtp96R7wIhYNQJGD1b3EUZIZfJ.jpg,19816
413812,10,The Hunter / The Healer,"Case File #702134: """"The Hunter""""

A werewolf is suspected in cattle mutilations

Case File #969121: """"The Healer""""

Teen is credited with healing powers.",/zLBVyN4arza0dNY9SK6LXDS3hIu.jpg,19816
413815,11,The Curse / Angel on a Plane,"Case File #631136: """"The Curse""""

Death strikes archaeologists who uncovered an Egyptian burial chamber

Case File #260122: """"Angel on a Plane""""

A mysterious woman safely lands a plane hit by lightning.",/9coIQabVMKKv5B947yYoqA3xr8i.jpg,19816
413822,12,Anasazi Cave / Devil's Triangle,"Case File #288128: """"Anasazi Cave""""

Deaths at an archaeological dig may explain the mystery of the lost Anasazi

Case File #199137: """"Devil's Triangle""""

A man claims he was adrift in the Devil's Triangle.",/sM6eYTGM9AWOT0ylDgY9tDbmeJx.jpg,19816
413820,13,The Undead / Stalker Moon,"Case File #763139: """"The Undead""""

A homeless man revives during his autopsy and escapes

Case File #569135: """"Stalker Moon""""

A fan stalks an actress from the grave.",/xAYAagsYefpNqcdcSCZjNKfPIaM.jpg,19816
413821,14,Forbidden North / Reincarnation,"Case File #26014: """"Forbidden North""""

A humanoid beast approaches a leg-trapped logger

Case File #610115: """"Reincarnation""""

A man undergoing past-life regression predicts the future.",/uos6VJruCiTwCBJTv6QFTIBdn0y.jpg,19816
413828,15,The Greenhouse Effect / The Buzz,"Case File #213127: """"The Greenhouse Effect""""

Plants attack a family

Case File #213127: """"The Buzz""""

Mysterious buzzing coincides with unexplained deaths.",/tXPGP3KuB244nvqqyyoINaOyd0A.jpg,19816
413823,16,The Light,"Case File #206132: """"The Light""""

As wounded Rollins lies near death, his evil doppelganger stalks the Office of Scientific Investigation and Research.",/gm961Lpsj901ERQzRU9Chb2rNV9.jpg,19816
413824,17,The 13th Floor / The Believer,"Case File #957176: """"The 13th Floor""""

A possessed woman takes a horrible vengeance on her philandering husband

Case File #284145: """"The Believer""""

A kidnapper transmits his extortion demands psychically.",/7ZcVvympCD5kMPhIHqIiEZd9MT1.jpg,19816
413830,18,The Fog / House on Garden Street,"Case File #559146: """"The Fog""""

A dense fog, mass hallucinations and a serial killer arrive simultaneously on death row

Case File #810126: """"House on Garden Street""""

An apparition appears to a couple under stress.",/6ghB2JRo5LU41oqQQemBgsL006w.jpg,19816
413825,19,Second Sight / Chocolate Soldier,"Case File #295143: """"Second Sight""""

A kidney-transplant recipient has frightening visions

Case File #734138: """"Chocolate Soldier""""

A cult leader has power over women.",/5ybemV4Pt4BIs3JQNttc4OwHsEP.jpg,19816
413827,20,The Fire Within / Fate,"Case File #994124: """"The Fire Within""""

Spontaneous human combustion

Case File #232148: """"Fate""""

A teen with psychic powers struggles to understand events leading to his best friend's death.",/nDyDsZyQgqe2Tdvb4IvRsh7lTrd.jpg,19816
413826,21,Death at Sunset / Collision,"Case File #693142: """"Death at Sunset""""

A mysterious illness claims its victims at sunset

Case File #793144: """"Collision""""

The soul of an accident victim possesses the driver who killed her.",/nZnOkWJGlppVYkRaF7XwtimEfVp.jpg,19816
413829,22,Perestroika,"Case File #321147: """"Perestroika""""

The Office of Scientific Investigation and Research's Director of Operations Frank Elsinger orders Case Manager Doyle to lead a team of investigators to Archangelsk in Northern Russia. Having just viewed video footage of a team of Russian scientists examining a creature found frozen in a glacier by two gas plant caretakers, Elsinger does not reveal to Doyle that the last scene of the video showed scientist frightened and pleading for help.",/d1LuACbuKNCRuX6voEXIpHYtYy2.jpg,19816
413855,1,Threads,"Case File #262-201

After two electricians at work on a building suddenly disappear, along with a huge part of the construction, the Office of Scientific Investigation and Research arrives to investigate.",/9WQqUzcQLXGj3dyJbv0tTESikS3.jpg,19818
413853,2,Donor,"Case File #263-202

In a small farming community, the Office of Scientific Investigation and Research investigates the strange mutilation and seemingly ritualistic slaughter of livestock animals.",/r7LJszaIQ40UBe3DBoUZOUxiJ9m.jpg,19818
413854,3,Wish I May,"Case File #360-203

In swamp country, county doctor calls in the Office of Scientific Investigation and Research to help her find out why a teenager seems to be clinically dead but somehow alive.",/ofH7mzWZqdmumsmeZng7msJiG9Y.jpg,19818
413858,4,Communion,"Case File #245-208

The Office of Scientific Investigation and Research investigates several UFO reports in the industry area of Montex Bioengineering.",,19818
413859,5,Frozen in Time,"Case File #417-205

Deep in the interior of a national park, a strange epidemic strikes a Native American reserve, turning the residents into living statues.",/i0hMU4ZToNzxePVzZ5Ey6HvyjYE.jpg,19818
413862,6,Devolution,"Case File #567-212

After a blinding light explodes in a hospital room, a blood-covered entity throws the guard out into the hall and the body of a sixty-year-old woman, sentenced to life imprisonment for the murder of a police officer, disappears.",/zZ7PuNtON8LeG9o04vIfonzHj4c.jpg,19818
413857,7,The Warrior,"Case File #371-211

When a curator of a museum decapitated by an unknown assailant, the Office of Scientific Investigation and Research starts to investigate.",/rGYULvYZuMVXnZ5VWp2ISZaWQeh.jpg,19818
413861,8,The Grey Men,"Case File #669-207

The Office of Scientific Investigation and Research is called to an abandoned industrial park to investigate a UFO sighting. Case Manager Matt Praeger hears a buzzing noise and disappears without a trace.",,19818
413860,9,Man of War,"Case File #267-210

When a corporal investigates an onslaught of light and noise, disappearing with a scream of pain and horror, the Office of Scientific Investigation and Research starts to investigate.",/emaVsDwY8NTLWv6Le9qRTS4eosH.jpg,19818
413856,10,The Damned,"Case File # 905-209

When the pool water mysteriously starts to churn and boil, a man drowns and sinks to the bottom. The Office of Scientific Investigation and Research starts to investigate.",/3Gq3pAsBY3S4eE9h9ljjeOOWmNQ.jpg,19818
413867,11,Hell Week,"Case File # 416-209

The Dean at Braddock University brings the Office of Scientific Investigation and Research in to investigate an incident involving psychokinetic power.",/n1VNuJPtRJCwRg2x33z1NSpHwJH.jpg,19818
413870,12,The Edge,"Case File #350-213

The Office of Scientific Investigation and Research is called in to help locate a missing police officer.",/2KPIH32oC8Htn7f7YCJKvTU1M0T.jpg,19818
413869,13,Bad Dreams,"Case File #340-212

After a woman, recovering in her hospital bed from knee surgery, suddenly cries out from a terrifying dream and bleeds spontaneously from deep wounds, the Office of Scientific Investigation and Research arrives to secure the building following the inexplicable occurrence.",/rzUKlLIK22y5UtNogOcoiL1MSR.jpg,19818
413868,14,Kiss of the Tiger,"Case File #936-214

Case Manager Matt Praeger brings in the Office of Scientific Investigation and Research team to help his old friend David Vancha save the life of his wife Zoe.",/rcJyM6ZK0V4LhlGsP5yTLtqfeb5.jpg,19818
